Division_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Borishal,Borishal,2008,Rabi       ,Linseed,14,5
Borishal,Borishal,2008,Rabi       ,Boro,3658,32300
Borishal,Borishal,2008,Rabi       ,Chilli,173,4129
Borishal,Borishal,2008,Rabi       ,Corriander,336,630
Borishal,Borishal,2008,Rabi       ,Garlic,18416,49815
Borishal,Borishal,2008,Rabi       ,Grams,113,44
Borishal,Borishal,2008,Rabi       ,Kheshari,164,217
Borishal,Borishal,2008,Whole Year ,Lentil,325,232
Borishal,Borishal,2008,Whole Year ,Mustard,3603,160939
Borishal,Borishal,2008,Whole Year ,Onion,786,7141464
Borishal,Borishal,2008,Whole Year ,Sugarcane,3766,1288
Borishal,Borishal,2008,Whole Year ,Sweet Potato,131,12305
Borishal,Borishal,2008,Whole Year ,Wheat,42268,26305
Borishal,Borishal,2008,Whole Year ,Potato,99,158
Borishal,Borishal,2008,Whole Year ,Cabbage,4,40
Borishal,Borishal,2009,Kharif     ,Jute,20269,5919
Borishal,Borishal,2009,Kharif     ,Aus rice,1722,3167
Borishal,Borishal,2009,Kharif     ,Summer vegetables,1332,663
Borishal,Borishal,2009,Kharif     ,Cotton,2063,1226
Borishal,Borishal,2009,Kharif     ,Sesame,1604,4031
Borishal,Borishal,2009,Kharif     ,T.Aman,510874,113925
Borishal,Borishal,2009,Kharif     ,B.Aman,5848,3982
Borishal,Borishal,2009,Kharif     ,Soyabean,41409,25881
Borishal,Borishal,2009,Kharif     ,Groundnut,8852,43924
Borishal,Borishal,2009,Kharif     ,Late Summer Vegetables,448,115
Borishal,Borishal,2009,Kharif     ,Chilli,1663,29811
Borishal,Borishal,2009,Kharif     ,Ginger,57,17
Borishal,Borishal,2009,Kharif     ,Maize,2420,3780
Borishal,Borishal,2009,Kharif     ,Mashkalai ,32226,101512
Borishal,Borishal,2009,Kharif     ,Mug,1045,63
Borishal,Borishal,2009,Kharif     ,Pumkin,24,20
Borishal,Borishal,2009,Kharif     ,Brinjal,30,9
Borishal,Borishal,2009,Rabi       ,Boro,316,92
Borishal,Borishal,2009,Rabi       ,Chilli,45,83
Borishal,Borishal,2009,Rabi       ,Corriander,92936,107248
Borishal,Borishal,2009,Rabi       ,Garlic,19507,28051
Borishal,Borishal,2009,Rabi       ,Grams,4935,3420
Borishal,Borishal,2009,Rabi       ,Kheshari,17721,14283
Borishal,Borishal,2009,Rabi       ,Lentil,4615,33736
Borishal,Borishal,2009,Rabi       ,Mustard,8,3
Borishal,Borishal,2009,Rabi       ,Onion,230,5665
Borishal,Borishal,2009,Rabi       ,Sugarcane,1122,2458
Borishal,Borishal,2009,Rabi       ,Sweet Potato,8,
Borishal,Borishal,2009,Rabi       ,Wheat,19428,46899
Borishal,Borishal,2009,Rabi       ,Potato,46,20
Borishal,Borishal,2009,Rabi       ,Cabbage,17,13
Borishal,Borishal,2009,Rabi       ,Wheat,179,97
Borishal,Borishal,2009,Whole Year ,Arecanut,356,169
Borishal,Borishal,2009,Whole Year ,Banana,5010,265981
Borishal,Borishal,2009,Whole Year ,Coconut ,725,4247685
Borishal,Borishal,2009,Whole Year ,Coriander,4470,1797
Borishal,Borishal,2009,Whole Year ,Sugarcane,112,9968
Borishal,Borishal,2009,Whole Year ,Sunflower,55286,33503
Borishal,Borishal,2009,Whole Year ,Sweet potato,13,77
Borishal,Borishal,2009,Whole Year ,Tobacco,700,1179
Borishal,Borishal,2010,Kharif     ,Jute,66013,11156
Borishal,Borishal,2010,Kharif     ,Aus rice,2010,1465
Borishal,Borishal,2010,Kharif     ,Summer vegetables,4328,3795
Borishal,Borishal,2010,Kharif     ,Cotton,4338,2977
Borishal,Borishal,2010,Kharif     ,Sesame,1968,7307
Borishal,Borishal,2010,Kharif     ,T.Aman,814077,446928
Borishal,Borishal,2010,Kharif     ,B.Aman,655,317
Borishal,Borishal,2010,Kharif     ,Soyabean,2606,2069
Borishal,Borishal,2010,Kharif     ,Groundnut,10726,51174
Borishal,Borishal,2010,Kharif     ,Late Summer Vegetables,32,286
Borishal,Borishal,2010,Kharif     ,Chilli,791,251
Borishal,Borishal,2010,Kharif     ,Ginger,1620,26924
Borishal,Borishal,2010,Kharif     ,Maize,1,
Borishal,Borishal,2010,Kharif     ,Mashkalai ,1876,3343
Borishal,Borishal,2010,Kharif     ,Mug,34973,102007
Borishal,Borishal,2010,Kharif     ,Pumkin,371,345
Borishal,Borishal,2010,Kharif     ,Brinjal,1682,2866
Borishal,Borishal,2010,Kharif     ,Cucumber,14,6
Borishal,Borishal,2010,Rabi       ,Green papaya,5,4
Borishal,Borishal,2010,Rabi       ,Green banana,94240,73601
Borishal,Borishal,2010,Rabi       ,Groundnut,19993,34068
Borishal,Borishal,2010,Rabi       ,Boro,1527,860
Borishal,Borishal,2010,Rabi       ,Chilli,13274,8296
Borishal,Borishal,2010,Rabi       ,Corriander,4750,43306
Borishal,Borishal,2010,Rabi       ,Garlic,83,29
Borishal,Borishal,2010,Rabi       ,Grams,306,8233
Borishal,Borishal,2010,Rabi       ,Kheshari,556,831
Borishal,Borishal,2010,Rabi       ,Lentil,24828,69394
Borishal,Borishal,2010,Rabi       ,Mustard,45,31
Borishal,Borishal,2010,Rabi       ,Onion,559,299
Borishal,Borishal,2010,Rabi       ,Sugarcane,131,171
Borishal,Borishal,2010,Whole Year ,Sweet Potato,409,182
Borishal,Borishal,2010,Whole Year ,Wheat,4416,223825
Borishal,Borishal,2010,Whole Year ,Potato,5323,3604
Borishal,Borishal,2010,Whole Year ,Cabbage,21,236
Borishal,Borishal,2010,Whole Year ,Sugarcane,235,20981
Borishal,Borishal,2010,Whole Year ,Sunflower,17615,14072
Borishal,Borishal,2010,Whole Year ,Sweet potato,4,51
Borishal,Borishal,2010,Whole Year ,Tobacco,174,282
Borishal,Borishal,2010,Whole Year ,Turmeric,13,102
Borishal,Borishal,2011,Kharif     ,Jute,51728,4293
Borishal,Borishal,2011,Kharif     ,Aus rice,2614,3307
Borishal,Borishal,2011,Kharif     ,Summer vegetables,30203,1843
Borishal,Borishal,2011,Kharif     ,Cotton,19299,12069
Borishal,Borishal,2011,Kharif     ,Sesame,846,150
Borishal,Borishal,2011,Kharif     ,T.Aman,4101,10425
Borishal,Borishal,2011,Kharif     ,B.Aman,733960,174682
Borishal,Borishal,2011,Kharif     ,Soyabean,1212,645
Borishal,Borishal,2011,Kharif     ,Groundnut,7190,7535
Borishal,Borishal,2011,Kharif     ,Late Summer Vegetables,25447,63465
Borishal,Borishal,2011,Kharif     ,Chilli,15,117
Borishal,Borishal,2011,Kharif     ,Ginger,785,504
Borishal,Borishal,2011,Kharif     ,Maize,2757,39563
Borishal,Borishal,2011,Kharif     ,Mashkalai ,3,1
Borishal,Borishal,2011,Kharif     ,Mug,50,1007
Borishal,Borishal,2011,Kharif     ,Pumkin,1574,2679
Borishal,Borishal,2011,Kharif     ,Brinjal,37720,94531
Borishal,Borishal,2011,Kharif     ,Cucumber,1092,714
Borishal,Borishal,2011,Kharif     ,Green papaya,1656,2676
Borishal,Borishal,2011,Kharif     ,Green banana,32,17
Borishal,Borishal,2011,Rabi       ,Arhar/Tur,17,1
Borishal,Borishal,2011,Rabi       ,Bajra,116,147
Borishal,Borishal,2011,Rabi       ,Cowpea(Lobia),15,12
Borishal,Borishal,2011,Rabi       ,Dry chillies,64,83
Borishal,Borishal,2011,Rabi       ,Gram,68483,38008
Borishal,Borishal,2011,Rabi       ,Boro,19876,32696
Borishal,Borishal,2011,Rabi       ,Chilli,986,577
Borishal,Borishal,2011,Rabi       ,Corriander,7907,3882
Borishal,Borishal,2011,Rabi       ,Garlic,6208,48168
Borishal,Borishal,2011,Rabi       ,Grams,132,79
Borishal,Borishal,2011,Rabi       ,Kheshari,208,4259
Borishal,Borishal,2011,Rabi       ,Lentil,1695,3421
Borishal,Borishal,2011,Rabi       ,Mustard,10948,25542
Borishal,Borishal,2011,Rabi       ,Onion,84,63
Borishal,Borishal,2011,Rabi       ,Sugarcane,10,7
Borishal,Borishal,2011,Rabi       ,Sweet Potato,446,313
Borishal,Borishal,2011,Rabi       ,Wheat,75,100
Borishal,Borishal,2011,Whole Year ,Potato,541,267
Borishal,Borishal,2011,Whole Year ,Cabbage,8000,505176
Borishal,Borishal,2011,Whole Year ,Coconut ,895,7165320
Borishal,Borishal,2011,Whole Year ,Coriander,2399,1327
Borishal,Borishal,2011,Whole Year ,Potato,18,181
Borishal,Borishal,2011,Whole Year ,Sugarcane,410,39186
Borishal,Borishal,2011,Whole Year ,Sunflower,13277,12094
Borishal,Borishal,2011,Whole Year ,Sweet potato,2,26
Borishal,Borishal,2011,Whole Year ,Tobacco,140,226
Borishal,Borishal,2011,Whole Year ,Turmeric,321,2645
Borishal,Borishal,2012,Kharif     ,Jute,558,302
Borishal,Borishal,2012,Kharif     ,Aus rice,56586,8035
Borishal,Borishal,2012,Kharif     ,Summer vegetables,2176,1456
Borishal,Borishal,2012,Kharif     ,Cotton,451,8211
Borishal,Borishal,2012,Kharif     ,Sesame,24154,9179
Borishal,Borishal,2012,Kharif     ,T.Aman,2,1
Borishal,Borishal,2012,Kharif     ,B.Aman,27566,35511
Borishal,Borishal,2012,Kharif     ,Soyabean,586,36
Borishal,Borishal,2012,Kharif     ,Groundnut,2736,5603
Borishal,Borishal,2012,Kharif     ,Late Summer Vegetables,238,7606
Borishal,Borishal,2012,Kharif     ,Chilli,708708,295531
Borishal,Borishal,2012,Kharif     ,Ginger,848,589
Borishal,Borishal,2012,Kharif     ,Maize,7599,6930
Borishal,Borishal,2012,Kharif     ,Mashkalai ,422,3752
Borishal,Borishal,2012,Kharif     ,Mug,7,3
Borishal,Borishal,2012,Kharif     ,Pumkin,22039,63516
Borishal,Borishal,2012,Kharif     ,Brinjal,6276,57601
Borishal,Borishal,2012,Kharif     ,Cucumber,481,266
Borishal,Borishal,2012,Kharif     ,Green papaya,1548,25393
Borishal,Borishal,2012,Kharif     ,Green banana,447,17197
Borishal,Borishal,2012,Kharif     ,Jute,1279,17671
Borishal,Borishal,2012,Kharif     ,Aus rice,1589,2336
Borishal,Borishal,2012,Kharif     ,Summer vegetables,22056,58691
Borishal,Borishal,2012,Kharif     ,Cotton,2106,41876
Borishal,Borishal,2012,Kharif     ,Sesame,1343,1613
Borishal,Borishal,2012,Kharif     ,T.Aman,919,1671
Borishal,Borishal,2012,Kharif     ,B.Aman,76,6954
Borishal,Borishal,2012,Kharif     ,Soyabean,6121,5197
Borishal,Borishal,2012,Kharif     ,Groundnut,10,14
Borishal,Borishal,2012,Kharif     ,Late Summer Vegetables,2552,38561
Borishal,Borishal,2012,Kharif     ,Chilli,65,728
Borishal,Borishal,2012,Kharif     ,Ginger,31,29
Borishal,Borishal,2012,Rabi       ,Maize,20,13
Borishal,Borishal,2012,Rabi       ,Mashkalai ,251,4570
Borishal,Borishal,2012,Rabi       ,Mug,232,88
Borishal,Borishal,2012,Rabi       ,Boro,2606,1631
Borishal,Borishal,2012,Rabi       ,Chilli,77,99
Borishal,Borishal,2012,Rabi       ,Corriander,81,74
Borishal,Borishal,2012,Rabi       ,Garlic,70,159
Borishal,Borishal,2012,Rabi       ,Grams,89676,77301
Borishal,Borishal,2012,Rabi       ,Kheshari,20987,34419
Borishal,Borishal,2012,Rabi       ,Lentil,1997,1322
Borishal,Borishal,2012,Rabi       ,Mustard,5795,3141
Borishal,Borishal,2012,Rabi       ,Onion,7070,50098
Borishal,Borishal,2012,Rabi       ,Sugarcane,117,79
Borishal,Borishal,2012,Rabi       ,Sweet Potato,84,1195
Borishal,Borishal,2012,Rabi       ,Wheat,36,634
Borishal,Borishal,2012,Rabi       ,Potato,823,1227
Borishal,Borishal,2012,Rabi       ,Cabbage,6998,17768
Borishal,Borishal,2012,Rabi       ,Safflower,20,33
Borishal,Borishal,2012,Rabi       ,Small millets,15,18
Borishal,Borishal,2012,Rabi       ,Sunflower,4459,1904
Borishal,Borishal,2012,Rabi       ,Sweet potato,7,67
Borishal,Borishal,2012,Rabi       ,Tobacco,115,178
Borishal,Borishal,2012,Rabi       ,Tomato,1395,31096
Borishal,Borishal,2012,Rabi       ,Urad,153,156
Borishal,Borishal,2012,Rabi       ,Wheat,134,151
Borishal,Borishal,2012,Whole Year ,Coconut ,646,5571000
Borishal,Borishal,2013,Kharif     ,Jute,453,186
Borishal,Borishal,2013,Kharif     ,Aus rice,49932,9287
Borishal,Borishal,2013,Kharif     ,Summer vegetables,1332,1227
Borishal,Borishal,2013,Kharif     ,Cotton,407,8624
Borishal,Borishal,2013,Kharif     ,Sesame,2,38
Borishal,Borishal,2013,Kharif     ,T.Aman,9,3
Borishal,Borishal,2013,Kharif     ,B.Aman,11416,5366
Borishal,Borishal,2013,Kharif     ,Soyabean,37661,77316
Borishal,Borishal,2013,Kharif     ,Groundnut,527,253
Borishal,Borishal,2013,Kharif     ,Late Summer Vegetables,2647,3965
Borishal,Borishal,2013,Kharif     ,Chilli,247,5644
Borishal,Borishal,2013,Kharif     ,Ginger,711145,286591
Borishal,Borishal,2013,Kharif     ,Maize,2317,1353
Borishal,Borishal,2013,Kharif     ,Mashkalai ,14486,9749
Borishal,Borishal,2013,Kharif     ,Mug,391,2003
Borishal,Borishal,2013,Kharif     ,Pumkin,7,3
Borishal,Borishal,2013,Kharif     ,Brinjal,27087,53226
Borishal,Borishal,2013,Kharif     ,Cucumber,8711,74653
Borishal,Borishal,2013,Kharif     ,Green papaya,481,534
Borishal,Borishal,2013,Kharif     ,Green banana,1414,31097
Borishal,Borishal,2013,Kharif     ,Jute,62,18
Borishal,Borishal,2013,Kharif     ,Aus rice,13865,9431
Borishal,Borishal,2013,Kharif     ,Summer vegetables,230,22418
Borishal,Borishal,2013,Kharif     ,Cotton,1450,23722
Borishal,Borishal,2013,Kharif     ,Sesame,2055,3163
Borishal,Borishal,2013,Kharif     ,T.Aman,28114,59377
Borishal,Borishal,2013,Kharif     ,B.Aman,2181,20517
Borishal,Borishal,2013,Kharif     ,Soyabean,935,856
Borishal,Borishal,2013,Kharif     ,Groundnut,2401,3866
Borishal,Borishal,2013,Kharif     ,Late Summer Vegetables,281,26505
Borishal,Borishal,2013,Kharif     ,Chilli,8109,6698
Borishal,Borishal,2013,Kharif     ,Ginger,6,11
Borishal,Borishal,2013,Kharif     ,Maize,2991,88620
Borishal,Borishal,2013,Kharif     ,Mashkalai ,46,567
Borishal,Borishal,2013,Kharif     ,Mug,48,45
Borishal,Borishal,2013,Rabi       ,Pumkin,17,16
Borishal,Borishal,2013,Rabi       ,Brinjal,356,7543
Borishal,Borishal,2013,Rabi       ,Cucumber,11,207
Borishal,Borishal,2013,Rabi       ,Green papaya,31,15
Borishal,Borishal,2013,Rabi       ,Green banana,1971,1234
Borishal,Borishal,2013,Rabi       ,Cotton(lint),62,127
Borishal,Borishal,2013,Rabi       ,Cowpea(Lobia),32,26
Borishal,Borishal,2013,Rabi       ,Dry chillies,27,54
Borishal,Borishal,2013,Rabi       ,Gram,85768,68614
Borishal,Borishal,2013,Rabi       ,Groundnut,17303,26335
Borishal,Borishal,2013,Rabi       ,Horse-gram,2510,1416
Borishal,Borishal,2013,Rabi       ,Jowar,6605,3137
Borishal,Borishal,2013,Rabi       ,Boro,7777,57970
Borishal,Borishal,2013,Rabi       ,Chilli,129,81
Borishal,Borishal,2013,Rabi       ,Corriander,611,14317
Borishal,Borishal,2013,Rabi       ,Garlic,5,6
Borishal,Borishal,2013,Rabi       ,Grams,822,1462
Borishal,Borishal,2013,Rabi       ,Kheshari,12283,28558
Borishal,Borishal,2013,Rabi       ,Lentil,58,41
Borishal,Borishal,2013,Rabi       ,Mustard,11,10
Borishal,Borishal,2013,Rabi       ,Onion,5911,2879
Borishal,Borishal,2013,Rabi       ,Sugarcane,1,9
Borishal,Borishal,2013,Rabi       ,Sweet Potato,183,309
Borishal,Borishal,2013,Rabi       ,Wheat,3482,80532
Borishal,Borishal,2013,Rabi       ,Potato,4,3
Borishal,Borishal,2013,Rabi       ,Cabbage,62,39
Borishal,Borishal,2013,Whole Year ,Banana,8661,483881
Borishal,Borishal,2013,Whole Year ,Cashewnut,9,3
Borishal,Borishal,2013,Whole Year ,Castor seed,11447,5381
Borishal,Borishal,2013,Whole Year ,Coconut ,552,3969000
Borishal,Borishal,2013,Whole Year ,Coriander,1971,1234
Borishal,Borishal,2013,Whole Year ,Linseed,7,3
Borishal,Borishal,2013,Whole Year ,Potato,82,1179
Borishal,Borishal,2013,Whole Year ,Safflower,58,41
Borishal,Borishal,2013,Whole Year ,Sweet potato,1,9
Borishal,Borishal,2013,Whole Year ,Wheat,62,39
Borishal,Borishal,2014,Kharif     ,Jute,37562,4845
Borishal,Borishal,2014,Kharif     ,Aus rice,1752,1028
Borishal,Borishal,2014,Kharif     ,Summer vegetables,320,7596
Borishal,Borishal,2014,Kharif     ,Cotton,10,123
Borishal,Borishal,2014,Kharif     ,Sesame,19,7
Borishal,Borishal,2014,Kharif     ,T.Aman,10320,5903
Borishal,Borishal,2014,Kharif     ,B.Aman,162,84
Borishal,Borishal,2014,Kharif     ,Soyabean,73734,103779
Borishal,Borishal,2014,Kharif     ,Groundnut,982,410
Borishal,Borishal,2014,Kharif     ,Late Summer Vegetables,2799,11848
Borishal,Borishal,2014,Kharif     ,Chilli,309,6886
Borishal,Borishal,2014,Kharif     ,Ginger,550794,148714
Borishal,Borishal,2014,Kharif     ,Maize,3692,1658
Borishal,Borishal,2014,Kharif     ,Mashkalai ,13189,4234
Borishal,Borishal,2014,Kharif     ,Mug,416,3618
Borishal,Borishal,2014,Kharif     ,Pumkin,16839,42687
Borishal,Borishal,2014,Kharif     ,Brinjal,11278,70939
Borishal,Borishal,2014,Kharif     ,Cucumber,15,106
Borishal,Borishal,2014,Kharif     ,Green papaya,2428,2994
Borishal,Borishal,2014,Kharif     ,Green banana,1969,35214
Borishal,Borishal,2014,Kharif     ,Jute,25,2
Borishal,Borishal,2014,Kharif     ,Aus rice,31,49
Borishal,Borishal,2014,Kharif     ,Summer vegetables,374,29443
Borishal,Borishal,2014,Kharif     ,Cotton,1572,16416
Borishal,Borishal,2014,Kharif     ,Sesame,15,281
Borishal,Borishal,2014,Kharif     ,T.Aman,1136,1713
Borishal,Borishal,2014,Kharif     ,B.Aman,22658,68155
Borishal,Borishal,2014,Kharif     ,Soyabean,2151,19520
Borishal,Borishal,2014,Kharif     ,Groundnut,691,606
Borishal,Borishal,2014,Kharif     ,Late Summer Vegetables,44,50
Borishal,Borishal,2014,Kharif     ,Chilli,30,2456
Borishal,Borishal,2014,Kharif     ,Ginger,5066,1180
Borishal,Borishal,2014,Kharif     ,Maize,15,43
Borishal,Borishal,2014,Kharif     ,Mashkalai ,3976,113236
Borishal,Borishal,2014,Kharif     ,Mug,19,223
Borishal,Borishal,2014,Kharif     ,Pumkin,188,249
Borishal,Borishal,2014,Rabi       ,Brinjal,47,28
Borishal,Borishal,2014,Rabi       ,Boro,468,11108
Borishal,Borishal,2014,Rabi       ,Chilli,2,25
Borishal,Borishal,2014,Rabi       ,Corriander,229,131
Borishal,Borishal,2014,Rabi       ,Garlic,8223,4251
Borishal,Borishal,2014,Rabi       ,Grams,884,1244
Borishal,Borishal,2014,Rabi       ,Kheshari,234,263
Borishal,Borishal,2014,Rabi       ,Lentil,124,387
Borishal,Borishal,2014,Rabi       ,Mustard,68092,38676
Borishal,Borishal,2014,Rabi       ,Onion,14957,24679
Borishal,Borishal,2014,Rabi       ,Sugarcane,8079,3700
Borishal,Borishal,2014,Rabi       ,Sweet Potato,5263,1368
Borishal,Borishal,2014,Rabi       ,Wheat,4474,31618
Borishal,Borishal,2014,Rabi       ,Potato,586,481
Borishal,Borishal,2014,Rabi       ,Cabbage,297,6767
Borishal,Borishal,2014,Rabi       ,Other  Rabi pulses,2,2
Borishal,Borishal,2014,Rabi       ,Potato,77,1442
Borishal,Borishal,2014,Rabi       ,Ragi,734,1122
Borishal,Borishal,2014,Rabi       ,Rice,6553,14377
Borishal,Borishal,2014,Rabi       ,Safflower,310,87
Borishal,Borishal,2014,Rabi       ,Small millets,47,41
Borishal,Borishal,2014,Rabi       ,Sunflower,3386,1642
Borishal,Borishal,2014,Rabi       ,Sweet potato,4,44
Borishal,Borishal,2014,Rabi       ,Tobacco,341,635
Borishal,Borishal,2014,Rabi       ,Tomato,4191,87055
Borishal,Borishal,2014,Rabi       ,Urad,42,61
Borishal,Borishal,2014,Whole Year ,Coconut ,687,5756000
Borishal,Borishal,2014,Whole Year ,Rice,29211,82532
Borishal,Barguna,1997,Kharif     ,Jute,6100,900
Borishal,Barguna,1997,Kharif     ,Aus rice,1700,1900
Borishal,Barguna,1997,Kharif     ,Summer vegetables,600,800
Borishal,Barguna,1997,Kharif     ,Cotton,234900,144200
Borishal,Barguna,1997,Kharif     ,Sesame,3100,2000
Borishal,Barguna,1997,Kharif     ,T.Aman,2400,1500
Borishal,Barguna,1997,Kharif     ,B.Aman,100,300
Borishal,Barguna,1997,Kharif     ,Soyabean,200,100
Borishal,Barguna,1997,Kharif     ,Groundnut,2200,300
Borishal,Barguna,1997,Kharif     ,Late Summer Vegetables,10800,9900
Borishal,Barguna,1997,Kharif     ,Chilli,42300,84400
Borishal,Barguna,1997,Kharif     ,Ginger,1300,200
Borishal,Barguna,1997,Kharif     ,Maize,400,100
Borishal,Barguna,1997,Kharif     ,Mashkalai ,29600,2775100
Borishal,Barguna,1997,Kharif     ,Mug,1300,600
Borishal,Barguna,1997,Rabi       ,Boro,3000,2100
Borishal,Barguna,1997,Rabi       ,Chilli,28300,69800
Borishal,Barguna,1997,Rabi       ,Corriander,1200,400
Borishal,Barguna,1997,Rabi       ,Garlic,1600,2300
Borishal,Barguna,1997,Rabi       ,Grams,57400,137400
Borishal,Barguna,1997,Rabi       ,Kheshari,900,400
Borishal,Barguna,1998,Kharif     ,Jute,6100,1000
Borishal,Barguna,1998,Kharif     ,Aus rice,1700,3400
Borishal,Barguna,1998,Kharif     ,Summer vegetables,200,100
Borishal,Barguna,1998,Kharif     ,Cotton,600,900
Borishal,Barguna,1998,Kharif     ,Sesame,235500,211000
Borishal,Barguna,1998,Kharif     ,T.Aman,3000,1700
Borishal,Barguna,1998,Kharif     ,B.Aman,2500,1400
Borishal,Barguna,1998,Kharif     ,Soyabean,100,100
Borishal,Barguna,1998,Kharif     ,Groundnut,100,300
Borishal,Barguna,1998,Kharif     ,Late Summer Vegetables,300,200
Borishal,Barguna,1998,Kharif     ,Chilli,2300,400
Borishal,Barguna,1998,Kharif     ,Ginger,10800,11000
Borishal,Barguna,1998,Kharif     ,Maize,42000,105400
Borishal,Barguna,1998,Kharif     ,Mashkalai ,1500,300
Borishal,Barguna,1998,Kharif     ,Mug,400,100
Borishal,Barguna,1998,Kharif     ,Pumkin,1000,700
Borishal,Barguna,1998,Kharif     ,Brinjal,200,200
Borishal,Barguna,1998,Rabi       ,Boro,3200,4100
Borishal,Barguna,1998,Rabi       ,Chilli,31100,83800
Borishal,Barguna,1998,Rabi       ,Corriander,1100,800
Borishal,Barguna,1998,Rabi       ,Garlic,100,300
Borishal,Barguna,1998,Rabi       ,Grams,1600,2700
Borishal,Barguna,1998,Rabi       ,Kheshari,62400,159200
Borishal,Barguna,1998,Rabi       ,Lentil,300,100
Borishal,Barguna,1998,Rabi       ,Mustard,800,300
Borishal,Barguna,1998,Whole Year ,Onion,34500,3377000
Borishal,Barguna,1999,Kharif     ,Jute,2531,2817
Borishal,Barguna,1999,Kharif     ,Aus rice,185,35
Borishal,Barguna,1999,Kharif     ,Summer vegetables,2,2
Borishal,Barguna,1999,Kharif     ,Cotton,188615,79784
Borishal,Barguna,1999,Kharif     ,Sesame,3350,1853
Borishal,Barguna,1999,Kharif     ,T.Aman,1360,797
Borishal,Barguna,1999,Kharif     ,B.Aman,181,514
Borishal,Barguna,1999,Kharif     ,Soyabean,5096,637
Borishal,Barguna,1999,Kharif     ,Groundnut,159,113
Borishal,Barguna,1999,Kharif     ,Late Summer Vegetables,8199,5666
Borishal,Barguna,1999,Kharif     ,Chilli,37542,75477
Borishal,Barguna,1999,Kharif     ,Ginger,484,117
Borishal,Barguna,1999,Kharif     ,Maize,1207,700
Borishal,Barguna,1999,Kharif     ,Mashkalai ,120,73
Borishal,Barguna,1999,Rabi       ,Boro,68,76
Borishal,Barguna,1999,Rabi       ,Chilli,1,1
